product_id,product_name,product_price,product_category,customer_id,customer_name,customer_email,order_date,order_amount,order_status
320,Product 320,56,Electronics,160,Customer 160,customer160@email.com,03-06-2020,138,Pending
321,Product 321,32,Clothing,161,Customer 161,customer161@email.com,22-09-2022,74,Processing
322,Product 322,32,Electronics,161,Customer 161,customer161@email.com,22-09-2022,74,Processing
323,Product 323,34,Beauty,162,Customer 162,customer162@email.com,01-09-2020,161,Shipped
324,Product 324,26,Home Goods,162,Customer 162,customer162@email.com,01-09-2020,161,Shipped
325,Product 325,43,Beauty,163,Customer 163,customer163@email.com,08-12-2022,64,Pending
326,Product 326,27,Clothing,163,Customer 163,customer163@email.com,08-12-2022,64,Pending
327,Product 327,34,Clothing,164,Customer 164,customer164@email.com,03-12-2021,119,Processing
328,Product 328,15,Toys,164,Customer 164,customer164@email.com,03-12-2021,119,Processing
329,Product 329,63,Electronics,165,Customer 165,customer165@email.com,30-07-2022,182,Processing
330,Product 330,97,Beauty,165,Customer 165,customer165@email.com,30-07-2022,182,Processing
331,Product 331,65,Beauty,166,Customer 166,customer166@email.com,21-08-2021,164,Pending
332,Product 332,64,Home Goods,166,Customer 166,customer166@email.com,21-08-2021,164,Pending
333,Product 333,26,Clothing,167,Customer 167,customer167@email.com,25-06-2023,153,Processing
334,Product 334,21,Home Goods,167,Customer 167,customer167@email.com,25-06-2023,153,Processing
335,Product 335,88,Home Goods,168,Customer 168,customer168@email.com,13-04-2020,174,Delivered
336,Product 336,47,Electronics,168,Customer 168,customer168@email.com,13-04-2020,174,Delivered
337,Product 337,67,Clothing,169,Customer 169,customer169@email.com,28-01-2021,170,Processing
338,Product 338,39,Home Goods,169,Customer 169,customer169@email.com,28-01-2021,170,Processing
339,Product 339,52,Clothing,170,Customer 170,customer170@email.com,14-02-2019,107,Pending
340,Product 340,80,Toys,170,Customer 170,customer170@email.com,14-02-2019,107,Pending
341,Product 341,63,Clothing,171,Customer 171,customer171@email.com,13-01-2021,83,Processing
342,Product 342,61,Clothing,171,Customer 171,customer171@email.com,13-01-2021,83,Processing
343,Product 343,79,Electronics,172,Customer 172,customer172@email.com,05-02-2022,170,Pending
344,Product 344,60,Electronics,172,Customer 172,customer172@email.com,05-02-2022,170,Pending
345,Product 345,81,Home Goods,173,Customer 173,customer173@email.com,23-10-2020,74,Delivered
346,Product 346,82,Clothing,173,Customer 173,customer173@email.com,23-10-2020,74,Delivered
347,Product 347,24,Toys,174,Customer 174,customer174@email.com,10-01-2020,146,Pending
348,Product 348,88,Beauty,174,Customer 174,customer174@email.com,10-01-2020,146,Pending
349,Product 349,96,Toys,175,Customer 175,customer175@email.com,30-04-2021,186,Processing
350,Product 350,58,Clothing,175,Customer 175,customer175@email.com,30-04-2021,186,Processing
351,Product 351,95,Beauty,176,Customer 176,customer176@email.com,18-08-2022,75,Shipped
352,Product 352,54,Toys,176,Customer 176,customer176@email.com,18-08-2022,75,Shipped
353,Product 353,44,Clothing,177,Customer 177,customer177@email.com,07-07-2021,107,Processing
354,Product 354,23,Toys,177,Customer 177,customer177@email.com,07-07-2021,107,Processing
355,Product 355,60,Clothing,178,Customer 178,customer178@email.com,01-10-2020,82,Delivered
356,Product 356,17,Electronics,178,Customer 178,customer178@email.com,01-10-2020,82,Delivered
357,Product 357,72,Toys,179,Customer 179,customer179@email.com,05-01-2019,76,Delivered
358,Product 358,94,Toys,179,Customer 179,customer179@email.com,05-01-2019,76,Delivered
359,Product 359,86,Beauty,180,Customer 180,customer180@email.com,12-01-2020,89,Shipped
360,Product 360,84,Beauty,180,Customer 180,customer180@email.com,12-01-2020,89,Shipped
361,Product 361,42,Home Goods,181,Customer 181,customer181@email.com,13-08-2020,167,Shipped
362,Product 362,81,Home Goods,181,Customer 181,customer181@email.com,13-08-2020,167,Shipped
363,Product 363,67,Toys,182,Customer 182,customer182@email.com,07-01-2022,68,Pending
364,Product 364,11,Electronics,182,Customer 182,customer182@email.com,07-01-2022,68,Pending
365,Product 365,42,Toys,183,Customer 183,customer183@email.com,15-05-2019,151,Pending
366,Product 366,18,Electronics,183,Customer 183,customer183@email.com,15-05-2019,151,Pending
367,Product 367,88,Electronics,184,Customer 184,customer184@email.com,04-08-2020,79,Delivered
368,Product 368,83,Beauty,184,Customer 184,customer184@email.com,04-08-2020,79,Delivered
369,Product 369,64,Beauty,185,Customer 185,customer185@email.com,26-08-2022,164,Delivered
370,Product 370,68,Electronics,185,Customer 185,customer185@email.com,26-08-2022,164,Delivered
371,Product 371,73,Electronics,186,Customer 186,customer186@email.com,03-06-2020,194,Shipped
372,Product 372,55,Electronics,186,Customer 186,customer186@email.com,03-06-2020,194,Shipped
373,Product 373,63,Beauty,187,Customer 187,customer187@email.com,28-09-2023,75,Shipped
374,Product 374,20,Home Goods,187,Customer 187,customer187@email.com,28-09-2023,75,Shipped
375,Product 375,76,Home Goods,188,Customer 188,customer188@email.com,16-09-2019,103,Processing
376,Product 376,35,Clothing,188,Customer 188,customer188@email.com,16-09-2019,103,Processing
377,Product 377,47,Beauty,189,Customer 189,customer189@email.com,25-01-2023,101,Pending
378,Product 378,78,Toys,189,Customer 189,customer189@email.com,25-01-2023,101,Pending
379,Product 379,44,Home Goods,190,Customer 190,customer190@email.com,29-12-2020,80,Pending
380,Product 380,34,Toys,190,Customer 190,customer190@email.com,29-12-2020,80,Pending
381,Product 381,65,Clothing,191,Customer 191,customer191@email.com,05-08-2022,72,Shipped
382,Product 382,79,Electronics,191,Customer 191,customer191@email.com,05-08-2022,72,Shipped
383,Product 383,80,Toys,192,Customer 192,customer192@email.com,05-10-2022,127,Pending
384,Product 384,60,Electronics,192,Customer 192,customer192@email.com,05-10-2022,127,Pending
385,Product 385,46,Home Goods,193,Customer 193,customer193@email.com,11-04-2021,132,Delivered
386,Product 386,24,Toys,193,Customer 193,customer193@email.com,11-04-2021,132,Delivered
387,Product 387,53,Electronics,194,Customer 194,customer194@email.com,22-09-2019,55,Pending
388,Product 388,70,Beauty,194,Customer 194,customer194@email.com,22-09-2019,55,Pending
389,Product 389,70,Toys,195,Customer 195,customer195@email.com,03-03-2021,154,Shipped
390,Product 390,84,Clothing,195,Customer 195,customer195@email.com,03-03-2021,154,Shipped
391,Product 391,40,Clothing,196,Customer 196,customer196@email.com,08-04-2023,129,Processing
392,Product 392,68,Toys,196,Customer 196,customer196@email.com,08-04-2023,129,Processing
393,Product 393,15,Home Goods,197,Customer 197,customer197@email.com,21-08-2019,113,Delivered
394,Product 394,13,Home Goods,197,Customer 197,customer197@email.com,21-08-2019,113,Delivered
395,Product 395,33,Toys,198,Customer 198,customer198@email.com,26-07-2019,58,Delivered
396,Product 396,24,Clothing,198,Customer 198,customer198@email.com,26-07-2019,58,Delivered
397,Product 397,90,Beauty,199,Customer 199,customer199@email.com,19-12-2022,162,Delivered
398,Product 398,23,Beauty,199,Customer 199,customer199@email.com,19-12-2022,162,Delivered
399,Product 399,29,Electronics,200,Customer 200,customer200@email.com,06-07-2019,109,Delivered
400,Product 400,29,Home Goods,200,Customer 200,customer200@email.com,06-07-2019,109,Delivered
401,Product 401,47,Toys,201,Customer 201,customer201@email.com,18-10-2019,65,Shipped
402,Product 402,90,Home Goods,201,Customer 201,customer201@email.com,18-10-2019,65,Shipped
403,Product 403,65,Home Goods,202,Customer 202,customer202@email.com,01-04-2022,119,Shipped
404,Product 404,65,Clothing,202,Customer 202,customer202@email.com,01-04-2022,119,Shipped
405,Product 405,55,Toys,203,Customer 203,customer203@email.com,27-09-2021,152,Pending
406,Product 406,80,Toys,203,Customer 203,customer203@email.com,27-09-2021,152,Pending
407,Product 407,25,Electronics,204,Customer 204,customer204@email.com,04-04-2021,168,Pending
408,Product 408,32,Clothing,204,Customer 204,customer204@email.com,04-04-2021,168,Pending
409,Product 409,54,Home Goods,205,Customer 205,customer205@email.com,21-02-2021,72,Shipped
410,Product 410,92,Home Goods,205,Customer 205,customer205@email.com,21-02-2021,72,Shipped
411,Product 411,41,Toys,206,Customer 206,customer206@email.com,16-05-2022,144,Processing
412,Product 412,35,Beauty,206,Customer 206,customer206@email.com,16-05-2022,144,Processing
413,Product 413,25,Toys,207,Customer 207,customer207@email.com,15-09-2022,116,Shipped
414,Product 414,72,Home Goods,207,Customer 207,customer207@email.com,15-09-2022,116,Shipped
415,Product 415,65,Clothing,208,Customer 208,customer208@email.com,14-06-2020,83,Pending
416,Product 416,88,Toys,208,Customer 208,customer208@email.com,14-06-2020,83,Pending
417,Product 417,24,Beauty,209,Customer 209,customer209@email.com,06-03-2020,183,Processing
418,Product 418,28,Electronics,209,Customer 209,customer209@email.com,06-03-2020,183,Processing
419,Product 419,21,Toys,210,Customer 210,customer210@email.com,27-02-2021,109,Delivered
420,Product 420,81,Home Goods,210,Customer 210,customer210@email.com,27-02-2021,109,Delivered
421,Product 421,42,Home Goods,211,Customer 211,customer211@email.com,04-11-2020,157,Shipped
422,Product 422,72,Beauty,211,Customer 211,customer211@email.com,04-11-2020,157,Shipped
423,Product 423,92,Beauty,212,Customer 212,customer212@email.com,16-02-2019,144,Pending
424,Product 424,78,Toys,212,Customer 212,customer212@email.com,16-02-2019,144,Pending
425,Product 425,10,Beauty,213,Customer 213,customer213@email.com,25-10-2019,89,Pending
426,Product 426,38,Beauty,213,Customer 213,customer213@email.com,25-10-2019,89,Pending
427,Product 427,68,Toys,214,Customer 214,customer214@email.com,12-09-2023,182,Delivered
428,Product 428,42,Beauty,214,Customer 214,customer214@email.com,12-09-2023,182,Delivered
429,Product 429,20,Clothing,215,Customer 215,customer215@email.com,07-06-2022,95,Delivered
430,Product 430,89,Electronics,215,Customer 215,customer215@email.com,07-06-2022,95,Delivered
431,Product 431,34,Beauty,216,Customer 216,customer216@email.com,08-09-2021,162,Pending
432,Product 432,57,Home Goods,216,Customer 216,customer216@email.com,08-09-2021,162,Pending
433,Product 433,80,Beauty,217,Customer 217,customer217@email.com,20-10-2019,185,Processing
434,Product 434,11,Beauty,217,Customer 217,customer217@email.com,20-10-2019,185,Processing
435,Product 435,11,Home Goods,218,Customer 218,customer218@email.com,09-01-2022,55,Pending
436,Product 436,70,Toys,218,Customer 218,customer218@email.com,09-01-2022,55,Pending
437,Product 437,40,Clothing,219,Customer 219,customer219@email.com,19-03-2020,147,Processing
438,Product 438,46,Clothing,219,Customer 219,customer219@email.com,19-03-2020,147,Processing
439,Product 439,77,Toys,220,Customer 220,customer220@email.com,08-10-2019,100,Processing
440,Product 440,58,Beauty,220,Customer 220,customer220@email.com,08-10-2019,100,Processing
441,Product 441,38,Electronics,221,Customer 221,customer221@email.com,08-09-2020,177,Processing
442,Product 442,48,Toys,221,Customer 221,customer221@email.com,08-09-2020,177,Processing
443,Product 443,29,Beauty,222,Customer 222,customer222@email.com,06-02-2021,128,Shipped
444,Product 444,52,Toys,222,Customer 222,customer222@email.com,06-02-2021,128,Shipped
445,Product 445,61,Electronics,223,Customer 223,customer223@email.com,07-09-2022,143,Shipped
446,Product 446,97,Beauty,223,Customer 223,customer223@email.com,07-09-2022,143,Shipped
447,Product 447,90,Toys,224,Customer 224,customer224@email.com,12-06-2019,174,Processing
448,Product 448,93,Toys,224,Customer 224,customer224@email.com,12-06-2019,174,Processing
449,Product 449,79,Toys,225,Customer 225,customer225@email.com,01-10-2020,137,Shipped
450,Product 450,63,Clothing,225,Customer 225,customer225@email.com,01-10-2020,137,Shipped
451,Product 451,24,Electronics,226,Customer 226,customer226@email.com,24-06-2019,162,Processing
452,Product 452,33,Clothing,226,Customer 226,customer226@email.com,24-06-2019,162,Processing
453,Product 453,46,Home Goods,227,Customer 227,customer227@email.com,23-03-2020,143,Processing
454,Product 454,43,Clothing,227,Customer 227,customer227@email.com,23-03-2020,143,Processing
455,Product 455,57,Electronics,228,Customer 228,customer228@email.com,03-05-2019,106,Shipped
456,Product 456,12,Clothing,228,Customer 228,customer228@email.com,03-05-2019,106,Shipped
457,Product 457,61,Home Goods,229,Customer 229,customer229@email.com,07-01-2019,189,Processing
458,Product 458,80,Toys,229,Customer 229,customer229@email.com,07-01-2019,189,Processing
459,Product 459,74,Home Goods,230,Customer 230,customer230@email.com,20-03-2022,170,Pending
460,Product 460,95,Beauty,230,Customer 230,customer230@email.com,20-03-2022,170,Pending
461,Product 461,62,Toys,231,Customer 231,customer231@email.com,06-12-2022,125,Shipped
462,Product 462,17,Beauty,231,Customer 231,customer231@email.com,06-12-2022,125,Shipped
463,Product 463,80,Clothing,232,Customer 232,customer232@email.com,13-12-2021,169,Pending
464,Product 464,55,Clothing,232,Customer 232,customer232@email.com,13-12-2021,169,Pending
465,Product 465,91,Toys,233,Customer 233,customer233@email.com,07-05-2021,104,Pending
466,Product 466,16,Home Goods,233,Customer 233,customer233@email.com,07-05-2021,104,Pending
467,Product 467,28,Electronics,234,Customer 234,customer234@email.com,19-08-2019,143,Delivered
468,Product 468,63,Toys,234,Customer 234,customer234@email.com,19-08-2019,143,Delivered
469,Product 469,57,Toys,235,Customer 235,customer235@email.com,31-03-2021,59,Processing
470,Product 470,12,Home Goods,235,Customer 235,customer235@email.com,31-03-2021,59,Processing
471,Product 471,61,Beauty,236,Customer 236,customer236@email.com,18-10-2019,146,Pending
472,Product 472,87,Electronics,236,Customer 236,customer236@email.com,18-10-2019,146,Pending
473,Product 473,15,Home Goods,237,Customer 237,customer237@email.com,10-11-2022,193,Delivered
474,Product 474,91,Clothing,237,Customer 237,customer237@email.com,10-11-2022,193,Delivered
475,Product 475,84,Clothing,238,Customer 238,customer238@email.com,24-12-2020,70,Shipped
476,Product 476,26,Toys,238,Customer 238,customer238@email.com,24-12-2020,70,Shipped
477,Product 477,21,Home Goods,239,Customer 239,customer239@email.com,24-04-2023,194,Pending
478,Product 478,66,Electronics,239,Customer 239,customer239@email.com,24-04-2023,194,Pending
479,Product 479,73,Home Goods,240,Customer 240,customer240@email.com,13-03-2022,57,Processing
480,Product 480,59,Home Goods,240,Customer 240,customer240@email.com,13-03-2022,57,Processing
481,Product 481,24,Electronics,241,Customer 241,customer241@email.com,24-02-2023,189,Pending
482,Product 482,16,Home Goods,241,Customer 241,customer241@email.com,24-02-2023,189,Pending
483,Product 483,81,Toys,242,Customer 242,customer242@email.com,18-08-2022,134,Delivered
484,Product 484,13,Toys,242,Customer 242,customer242@email.com,18-08-2022,134,Delivered
485,Product 485,88,Toys,243,Customer 243,customer243@email.com,15-04-2020,68,Shipped
486,Product 486,32,Electronics,243,Customer 243,customer243@email.com,15-04-2020,68,Shipped
487,Product 487,51,Home Goods,244,Customer 244,customer244@email.com,02-06-2023,147,Processing
488,Product 488,41,Electronics,244,Customer 244,customer244@email.com,02-06-2023,147,Processing
489,Product 489,62,Electronics,245,Customer 245,customer245@email.com,15-06-2022,76,Shipped
490,Product 490,36,Electronics,245,Customer 245,customer245@email.com,15-06-2022,76,Shipped
491,Product 491,45,Electronics,246,Customer 246,customer246@email.com,12-08-2023,169,Shipped
492,Product 492,80,Electronics,246,Customer 246,customer246@email.com,12-08-2023,169,Shipped
493,Product 493,93,Home Goods,247,Customer 247,customer247@email.com,18-04-2021,187,Delivered
494,Product 494,81,Electronics,247,Customer 247,customer247@email.com,18-04-2021,187,Delivered
495,Product 495,28,Beauty,248,Customer 248,customer248@email.com,01-03-2019,184,Delivered
496,Product 496,64,Clothing,248,Customer 248,customer248@email.com,01-03-2019,184,Delivered
497,Product 497,93,Toys,249,Customer 249,customer249@email.com,01-04-2021,179,Processing
498,Product 498,90,Electronics,249,Customer 249,customer249@email.com,01-04-2021,179,Processing
499,Product 499,36,Beauty,250,Customer 250,customer250@email.com,27-04-2023,86,Pending
500,Product 500,30,Beauty,250,Customer 250,customer250@email.com,27-04-2023,86,Pending
501,Product 501,65,Electronics,251,Customer 251,customer251@email.com,25-08-2019,83,Pending
502,Product 502,35,Clothing,251,Customer 251,customer251@email.com,25-08-2019,83,Pending
503,Product 503,48,Beauty,252,Customer 252,customer252@email.com,28-11-2019,190,Processing
504,Product 504,93,Beauty,252,Customer 252,customer252@email.com,28-11-2019,190,Processing
505,Product 505,57,Electronics,253,Customer 253,customer253@email.com,24-09-2019,136,Delivered
506,Product 506,92,Toys,253,Customer 253,customer253@email.com,24-09-2019,136,Delivered
507,Product 507,18,Toys,254,Customer 254,customer254@email.com,22-03-2021,135,Processing
508,Product 508,24,Electronics,254,Customer 254,customer254@email.com,22-03-2021,135,Processing
509,Product 509,69,Beauty,255,Customer 255,customer255@email.com,10-02-2023,183,Delivered
510,Product 510,76,Beauty,255,Customer 255,customer255@email.com,10-02-2023,183,Delivered
511,Product 511,55,Beauty,256,Customer 256,customer256@email.com,10-10-2021,135,Delivered
512,Product 512,99,Electronics,256,Customer 256,customer256@email.com,10-10-2021,135,Delivered
513,Product 513,81,Electronics,257,Customer 257,customer257@email.com,15-08-2022,52,Delivered
514,Product 514,48,Clothing,257,Customer 257,customer257@email.com,15-08-2022,52,Delivered
515,Product 515,26,Toys,258,Customer 258,customer258@email.com,30-09-2022,183,Pending
516,Product 516,70,Toys,258,Customer 258,customer258@email.com,30-09-2022,183,Pending
517,Product 517,20,Beauty,259,Customer 259,customer259@email.com,31-05-2022,112,Pending
518,Product 518,46,Electronics,259,Customer 259,customer259@email.com,31-05-2022,112,Pending
519,Product 519,68,Clothing,260,Customer 260,customer260@email.com,06-03-2021,103,Delivered
520,Product 520,51,Electronics,260,Customer 260,customer260@email.com,06-03-2021,103,Delivered
521,Product 521,96,Toys,261,Customer 261,customer261@email.com,14-09-2023,186,Delivered
522,Product 522,86,Home Goods,261,Customer 261,customer261@email.com,14-09-2023,186,Delivered
523,Product 523,78,Clothing,262,Customer 262,customer262@email.com,03-01-2022,139,Delivered
524,Product 524,74,Beauty,262,Customer 262,customer262@email.com,03-01-2022,139,Delivered
525,Product 525,82,Clothing,263,Customer 263,customer263@email.com,11-04-2022,73,Shipped
526,Product 526,87,Beauty,263,Customer 263,customer263@email.com,11-04-2022,73,Shipped
527,Product 527,11,Electronics,264,Customer 264,customer264@email.com,11-06-2020,100,Shipped
528,Product 528,19,Clothing,264,Customer 264,customer264@email.com,11-06-2020,100,Shipped
529,Product 529,97,Beauty,265,Customer 265,customer265@email.com,19-04-2021,77,Delivered
530,Product 530,22,Electronics,265,Customer 265,customer265@email.com,19-04-2021,77,Delivered
531,Product 531,65,Electronics,266,Customer 266,customer266@email.com,23-04-2019,147,Delivered
532,Product 532,51,Clothing,266,Customer 266,customer266@email.com,23-04-2019,147,Delivered
533,Product 533,77,Toys,267,Customer 267,customer267@email.com,20-09-2021,128,Delivered
534,Product 534,27,Home Goods,267,Customer 267,customer267@email.com,20-09-2021,128,Delivered
535,Product 535,17,Clothing,268,Customer 268,customer268@email.com,07-07-2022,152,Processing
536,Product 536,15,Home Goods,268,Customer 268,customer268@email.com,07-07-2022,152,Processing
537,Product 537,61,Home Goods,269,Customer 269,customer269@email.com,09-02-2020,161,Pending
538,Product 538,57,Beauty,269,Customer 269,customer269@email.com,09-02-2020,161,Pending
539,Product 539,18,Clothing,270,Customer 270,customer270@email.com,12-09-2019,115,Pending
540,Product 540,59,Toys,270,Customer 270,customer270@email.com,12-09-2019,115,Pending
541,Product 541,82,Toys,271,Customer 271,customer271@email.com,15-03-2019,61,Delivered
542,Product 542,51,Home Goods,271,Customer 271,customer271@email.com,15-03-2019,61,Delivered
543,Product 543,79,Beauty,272,Customer 272,customer272@email.com,06-04-2023,56,Pending
544,Product 544,26,Home Goods,272,Customer 272,customer272@email.com,06-04-2023,56,Pending
545,Product 545,69,Home Goods,273,Customer 273,customer273@email.com,24-12-2021,128,Shipped
546,Product 546,76,Clothing,273,Customer 273,customer273@email.com,24-12-2021,128,Shipped
547,Product 547,98,Beauty,274,Customer 274,customer274@email.com,03-09-2021,64,Pending
548,Product 548,44,Clothing,274,Customer 274,customer274@email.com,03-09-2021,64,Pending
549,Product 549,46,Clothing,275,Customer 275,customer275@email.com,22-10-2022,192,Processing
550,Product 550,72,Beauty,275,Customer 275,customer275@email.com,22-10-2022,192,Processing
551,Product 551,32,Toys,276,Customer 276,customer276@email.com,20-03-2023,197,Pending
552,Product 552,26,Toys,276,Customer 276,customer276@email.com,20-03-2023,197,Pending
553,Product 553,67,Electronics,277,Customer 277,customer277@email.com,12-07-2023,146,Processing
554,Product 554,45,Home Goods,277,Customer 277,customer277@email.com,12-07-2023,146,Processing
555,Product 555,83,Beauty,278,Customer 278,customer278@email.com,16-01-2019,101,Processing
556,Product 556,59,Electronics,278,Customer 278,customer278@email.com,16-01-2019,101,Processing
557,Product 557,34,Home Goods,279,Customer 279,customer279@email.com,03-10-2019,197,Pending
558,Product 558,93,Toys,279,Customer 279,customer279@email.com,03-10-2019,197,Pending
559,Product 559,21,Beauty,280,Customer 280,customer280@email.com,09-01-2019,136,Processing
560,Product 560,47,Home Goods,280,Customer 280,customer280@email.com,09-01-2019,136,Processing
561,Product 561,21,Beauty,281,Customer 281,customer281@email.com,02-01-2019,102,Pending
562,Product 562,12,Electronics,281,Customer 281,customer281@email.com,02-01-2019,102,Pending
563,Product 563,17,Electronics,282,Customer 282,customer282@email.com,06-06-2020,57,Pending
564,Product 564,37,Home Goods,282,Customer 282,customer282@email.com,06-06-2020,57,Pending
565,Product 565,55,Clothing,283,Customer 283,customer283@email.com,28-08-2020,98,Processing
566,Product 566,74,Home Goods,283,Customer 283,customer283@email.com,28-08-2020,98,Processing
567,Product 567,89,Home Goods,284,Customer 284,customer284@email.com,23-04-2019,94,Processing
568,Product 568,38,Beauty,284,Customer 284,customer284@email.com,23-04-2019,94,Processing
569,Product 569,29,Home Goods,285,Customer 285,customer285@email.com,16-02-2022,159,Delivered
570,Product 570,40,Electronics,285,Customer 285,customer285@email.com,16-02-2022,159,Delivered
571,Product 571,34,Clothing,286,Customer 286,customer286@email.com,01-09-2019,113,Pending
572,Product 572,83,Electronics,286,Customer 286,customer286@email.com,01-09-2019,113,Pending
573,Product 573,97,Clothing,287,Customer 287,customer287@email.com,28-09-2023,99,Delivered
574,Product 574,23,Clothing,287,Customer 287,customer287@email.com,28-09-2023,99,Delivered
575,Product 575,37,Electronics,288,Customer 288,customer288@email.com,19-02-2021,152,Shipped
576,Product 576,35,Beauty,288,Customer 288,customer288@email.com,19-02-2021,152,Shipped
577,Product 577,57,Toys,289,Customer 289,customer289@email.com,06-10-2022,160,Pending
578,Product 578,91,Clothing,289,Customer 289,customer289@email.com,06-10-2022,160,Pending
579,Product 579,45,Beauty,290,Customer 290,customer290@email.com,29-06-2019,97,Shipped
580,Product 580,88,Toys,290,Customer 290,customer290@email.com,29-06-2019,97,Shipped
581,Product 581,93,Toys,291,Customer 291,customer291@email.com,23-03-2023,145,Pending
582,Product 582,20,Clothing,291,Customer 291,customer291@email.com,23-03-2023,145,Pending
583,Product 583,36,Beauty,292,Customer 292,customer292@email.com,04-08-2022,65,Pending
584,Product 584,24,Electronics,292,Customer 292,customer292@email.com,04-08-2022,65,Pending
585,Product 585,57,Toys,293,Customer 293,customer293@email.com,05-09-2019,195,Pending
586,Product 586,51,Clothing,293,Customer 293,customer293@email.com,05-09-2019,195,Pending
587,Product 587,18,Electronics,294,Customer 294,customer294@email.com,23-09-2021,129,Processing
588,Product 588,84,Home Goods,294,Customer 294,customer294@email.com,23-09-2021,129,Processing
589,Product 589,24,Clothing,295,Customer 295,customer295@email.com,29-02-2020,59,Shipped
590,Product 590,70,Electronics,295,Customer 295,customer295@email.com,29-02-2020,59,Shipped
591,Product 591,39,Electronics,296,Customer 296,customer296@email.com,30-07-2022,57,Processing
592,Product 592,73,Clothing,296,Customer 296,customer296@email.com,30-07-2022,57,Processing
593,Product 593,83,Electronics,297,Customer 297,customer297@email.com,16-01-2023,68,Pending
594,Product 594,44,Electronics,297,Customer 297,customer297@email.com,16-01-2023,68,Pending
595,Product 595,65,Electronics,298,Customer 298,customer298@email.com,21-09-2019,148,Pending
596,Product 596,68,Toys,298,Customer 298,customer298@email.com,21-09-2019,148,Pending
597,Product 597,97,Home Goods,299,Customer 299,customer299@email.com,08-05-2023,121,Delivered
598,Product 598,41,Clothing,299,Customer 299,customer299@email.com,08-05-2023,121,Delivered
599,Product 599,38,Toys,300,Customer 300,customer300@email.com,21-01-2019,100,Shipped
600,Product 600,32,Electronics,300,Customer 300,customer300@email.com,21-01-2019,100,Shipped
601,Product 601,61,Clothing,301,Customer 301,customer301@email.com,07-01-2020,168,Delivered
602,Product 602,41,Electronics,301,Customer 301,customer301@email.com,07-01-2020,168,Delivered
603,Product 603,61,Home Goods,302,Customer 302,customer302@email.com,14-06-2022,159,Delivered
604,Product 604,10,Toys,302,Customer 302,customer302@email.com,14-06-2022,159,Delivered
605,Product 605,57,Beauty,303,Customer 303,customer303@email.com,23-10-2020,106,Processing
606,Product 606,11,Clothing,303,Customer 303,customer303@email.com,23-10-2020,106,Processing
607,Product 607,86,Beauty,304,Customer 304,customer304@email.com,24-12-2022,154,Shipped
608,Product 608,32,Home Goods,304,Customer 304,customer304@email.com,24-12-2022,154,Shipped
609,Product 609,86,Clothing,305,Customer 305,customer305@email.com,09-10-2022,187,Pending
610,Product 610,32,Beauty,305,Customer 305,customer305@email.com,09-10-2022,187,Pending
611,Product 611,12,Beauty,306,Customer 306,customer306@email.com,30-07-2020,88,Delivered
612,Product 612,97,Toys,306,Customer 306,customer306@email.com,30-07-2020,88,Delivered
613,Product 613,44,Electronics,307,Customer 307,customer307@email.com,19-01-2022,131,Pending
614,Product 614,48,Toys,307,Customer 307,customer307@email.com,19-01-2022,131,Pending
615,Product 615,13,Clothing,308,Customer 308,customer308@email.com,28-05-2023,61,Pending
616,Product 616,30,Electronics,308,Customer 308,customer308@email.com,28-05-2023,61,Pending
617,Product 617,95,Clothing,309,Customer 309,customer309@email.com,14-11-2022,184,Delivered
618,Product 618,87,Beauty,309,Customer 309,customer309@email.com,14-11-2022,184,Delivered
619,Product 619,39,Beauty,310,Customer 310,customer310@email.com,27-01-2020,83,Shipped
620,Product 620,68,Clothing,310,Customer 310,customer310@email.com,27-01-2020,83,Shipped
621,Product 621,85,Beauty,311,Customer 311,customer311@email.com,26-11-2020,86,Shipped
622,Product 622,53,Electronics,311,Customer 311,customer311@email.com,26-11-2020,86,Shipped
623,Product 623,22,Home Goods,312,Customer 312,customer312@email.com,03-05-2019,119,Shipped
624,Product 624,36,Home Goods,312,Customer 312,customer312@email.com,03-05-2019,119,Shipped
625,Product 625,12,Electronics,313,Customer 313,customer313@email.com,11-07-2022,118,Processing
626,Product 626,20,Clothing,313,Customer 313,customer313@email.com,11-07-2022,118,Processing
627,Product 627,73,Electronics,314,Customer 314,customer314@email.com,17-02-2021,103,Delivered
628,Product 628,96,Home Goods,314,Customer 314,customer314@email.com,17-02-2021,103,Delivered
629,Product 629,69,Beauty,315,Customer 315,customer315@email.com,19-08-2022,59,Processing
630,Product 630,22,Toys,315,Customer 315,customer315@email.com,19-08-2022,59,Processing
631,Product 631,44,Electronics,316,Customer 316,customer316@email.com,10-01-2019,108,Delivered
632,Product 632,32,Toys,316,Customer 316,customer316@email.com,10-01-2019,108,Delivered
633,Product 633,10,Clothing,317,Customer 317,customer317@email.com,26-01-2020,51,Pending
634,Product 634,34,Beauty,317,Customer 317,customer317@email.com,26-01-2020,51,Pending
635,Product 635,49,Beauty,318,Customer 318,customer318@email.com,12-07-2020,51,Processing
636,Product 636,25,Home Goods,318,Customer 318,customer318@email.com,12-07-2020,51,Processing
637,Product 637,24,Beauty,319,Customer 319,customer319@email.com,02-05-2019,55,Processing
638,Product 638,34,Toys,319,Customer 319,customer319@email.com,02-05-2019,55,Processing
639,Product 639,68,Electronics,320,Customer 320,customer320@email.com,30-01-2022,108,Pending
640,Product 640,13,Clothing,320,Customer 320,customer320@email.com,30-01-2022,108,Pending
